date,cash,position_value,total_value,position_count,return,cum_return
2024-03-14,899869.97,103989.36170212767,1003859.3317021276,1,-0.0002648648029112133,0.0038593317021278217
2024-03-15,899869.97,103723.40425531915,1003593.3742553191,1,-0.0002649349748610197,0.0035933742553193593
2024-03-18,899869.97,106914.89361702127,1006784.8636170212,1,0.003180062208033352,0.006784863617021353
2024-03-19,899869.97,104787.23404255319,1004657.2040425532,1,-0.002113320979840849,0.004657204042553209
2024-03-20,899869.97,106382.97872340426,1006252.9487234042,1,0.0015883474228124417,0.006252948723404206
2024-03-21,899869.97,106382.97872340426,1006252.9487234042,1,0.0,0.006252948723404206
2024-03-22,899869.97,108510.63829787234,1008380.6082978724,1,0.002114438101441074,0.00838060829787235
2024-03-25,899869.97,119414.89361702128,1019284.8636170212,1,0.010813630517503725,0.019284863617021086
2024-03-26,899869.97,119680.85106382979,1019550.8210638298,1,0.0002609255334811156,0.01955082106382955
2024-03-27,899869.97,107978.72340425532,1007848.6934042553,1,-0.011477728640700957,0.00784869340425498
2024-03-28,899869.97,107978.72340425532,1007848.6934042553,1,0.0,0.00784869340425498
2024-03-29,899869.97,118882.97872340426,1018752.9487234042,1,0.01081933765505716,0.018752948723403717
2024-04-01,899869.97,119148.93617021278,1019018.9061702128,1,0.0002610617688438843,0.019018906170212402
2024-04-02,1022459.8637765957,0.0,1022459.8637765957,0,0.003376735785320273,0.022459863776595368
2024-04-03,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-08,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-09,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-10,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-11,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-12,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-15,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-16,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-17,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-18,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-19,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-22,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-23,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-24,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-25,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-26,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-29,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-04-30,1022459.8637765957,0.0,1022459.8637765957,0,0.0,0.022459863776595368
2024-05-06,822199.8037765956,200000.0,1022199.8037765956,2,-0.0002543473922188566,0.02219980377659536
2024-05-07,822199.8037765956,195574.62550123833,1017774.429277834,2,-0.004329265650816705,0.01777442927783368
2024-05-08,822199.8037765956,193765.75819371513,1015965.5619703108,2,-0.001777277219282003,0.015965561970310516
2024-05-09,822199.8037765956,192723.2603325128,1014923.0641091084,2,-0.0010261153529461664,0.014923064109108264
2024-05-10,911532.2161208388,97473.99702823178,1009006.2131490705,1,-0.005829851709234446,0.009006213149070241
2024-05-13,911532.2161208388,99851.41158989597,1011383.6277107347,1,0.0023561941747061166,0.011383627710734423
2024-05-14,911532.2161208388,100297.17682020801,1011829.3929410467,1,0.0004407479200756459,0.011829392941046457
2024-05-15,911532.2161208388,96433.87815750371,1007966.0942783424,1,-0.0038181324733758126,0.007966094278342162
2024-05-16,911532.2161208388,95096.5824665676,1006628.7985874064,1,-0.0013267268596901527,0.0066287985874060595
2024-05-17,911532.2161208388,94205.05200594352,1005737.2681267823,1,-0.0008856596015087703,0.005737268126781991
2024-05-20,911532.2161208388,95245.17087667162,1006777.3869975104,1,0.0010341854713860066,0.006777386997510071
2024-05-21,911532.2161208388,95542.34769687963,1007074.5638177184,1,0.0002951762962160043,0.007074563817718094
2024-05-22,911532.2161208388,93610.69836552748,1005142.9144863662,1,-0.0019180797537270422,0.005142914486365946
2024-05-23,911532.2161208388,90936.10698365526,1002468.323104494,1,-0.0026609065669421783,0.0024683231044937415
2024-05-24,911532.2161208388,91679.04903417532,1003211.2651550141,1,0.000741112744809147,0.0032112651550140203
2024-05-27,911532.2161208388,93164.93313521544,1004697.1492560542,1,0.0014811278069235545,0.004697149256054134
2024-05-28,911532.2161208388,93313.52154531945,1004845.7376661582,1,0.00014789373117474192,0.004845737666158145
2024-05-29,911532.2161208388,91976.22585438336,1003508.4419752221,1,-0.0013308467566793825,0.003508441975222043
2024-05-30,1001221.5603258908,0.0,1001221.5603258908,0,-0.002278886308948236,0.0012215603258907137
2024-05-31,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-03,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-04,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-05,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-06,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-07,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-11,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-12,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-13,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-14,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-17,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-18,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-19,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-20,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-21,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-24,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-25,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-26,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-27,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-06-28,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-07-01,1001221.5603258908,0.0,1001221.5603258908,0,0.0,0.0012215603258907137
2024-07-02,901091.5303258908,99999.99999999999,1001091.5303258908,1,-0.0001298713543060881,0.0010915303258907105
2024-07-03,901091.5303258908,109980.80614203455,1011072.3364679253,1,0.0099699236680042,0.01107233646792527
2024-07-04,901091.5303258908,99040.30710172745,1000131.8374276182,1,-0.010820688733831463,0.00013183742761824213
2024-07-05,901091.5303258908,99808.06142034549,1000899.5917462362,1,0.0007676531132061459,0.0008995917462362168
2024-07-08,901091.5303258908,104990.40307101727,1006081.933396908,1,0.005177683849016512,0.00608193339690799
2024-07-09,901091.5303258908,103838.7715930902,1004930.3019189809,1,-0.001144669673213139,0.004930301918980806
2024-07-10,901091.5303258908,101535.50863723608,1002627.0389631268,1,-0.002291962886834864,0.00262703896312666
2024-07-11,901091.5303258908,103454.89443378117,1004546.4247596719,1,0.0019143567068866663,0.004546424759671597
2024-07-12,901091.5303258908,102111.32437619961,1003202.8547020904,1,-0.0013374892632791457,0.003202854702090141
2024-07-15,901091.5303258908,101151.63147792705,1002243.1618038178,1,-0.0009566289547267015,0.0022431618038176726
2024-07-16,901091.5303258908,99999.99999999999,1001091.5303258908,1,-0.0011490539639645858,0.0010915303258904885
2024-07-17,901091.5303258908,99808.06142034549,1000899.5917462362,1,-0.00019172930130784138,0.0008995917462359948
2024-07-18,901091.5303258908,101343.57005758157,1002435.1003834723,1,0.001534128547856728,0.0024351003834719442
2024-07-19,901091.5303258908,100383.87715930902,1001475.4074851997,1,-0.0009573616266084217,0.0014754074851994758
2024-07-22,901091.5303258908,101535.50863723608,1002627.0389631268,1,0.0011499348554337985,0.002627038963126438
2024-07-23,901091.5303258908,101151.63147792705,1002243.1618038178,1,-0.00038287134137737766,0.0022431618038174506
